2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Comment: 0-Grass, 0-Box, 2-Solid, 3-HEnemy, 4-VEnemy, 5-HVEnemy, 6-SEnemy
