2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,1,1,1,1,1,0,4,0,1,1,1,1,1,1,0,4,2
2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
2,1,1,1,1,1,1,1,1,0,4,0,1,1,1,1,1,1,1,1,2
2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
2,1,1,1,1,1,1,1,1,3,4,0,1,1,1,1,1,1,1,1,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,6,0,1,1,1,1,1,1,0,4,0,1,1,1,1,1,1,0,7,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,1,1,1,1,1,1,1,1,0,4,0,1,1,1,1,1,1,1,1,2
2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
2,1,1,1,1,1,1,1,1,0,4,0,1,1,1,1,1,1,1,1,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,0,0,1,1,1,1,1,1,0,4,0,1,1,1,1,1,1,0,4,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Comment: 0-Grass, 1-Box, 2-Solid, 3-Portal, 4-HEnemy, 5-VEnemy, 6-HVEnemy, 7-SEnemy
