2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2
2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Comment: 0-Grass, 1-Box, 2-Solid, 3-HEnemy, 4-VEnemy, 5-HVEnemy, 6-SEnemy
